sample_id,sample_position,group_index,frame_index,base_candidate_kl,singleton_candidate_kl,singleton_kl_benefit,base_teacher_margin,singleton_teacher_margin,singleton_margin_benefit
vsi_question_2957,78,349,7,0.1386069357395172,0.14700491726398468,-0.008397981524467468,-0.375,-0.375,0.0
vsi_question_2957,78,350,7,0.1386069357395172,0.15665221214294434,-0.018045276403427124,-0.375,-0.375,0.0
vsi_question_2957,78,351,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,352,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,353,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_2957,78,354,7,0.1386069357395172,0.13869039714336395,-8.346140384674072e-05,-0.375,-0.375,0.0
vsi_question_2957,78,355,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,356,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,357,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,358,7,0.1386069357395172,0.11042529344558716,0.028181642293930054,-0.375,-0.25,0.125
vsi_question_2957,78,359,7,0.1386069357395172,0.12328150868415833,0.015325427055358887,-0.375,-0.375,0.0
vsi_question_2957,78,360,7,0.1386069357395172,0.1538165807723999,-0.01520964503288269,-0.375,-0.5,-0.125
vsi_question_2957,78,361,7,0.1386069357395172,0.1538165807723999,-0.01520964503288269,-0.375,-0.5,-0.125
vsi_question_2957,78,362,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,363,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_2957,78,364,7,0.1386069357395172,0.1169460117816925,0.021660923957824707,-0.375,-0.25,0.125
vsi_question_2957,78,365,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,366,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,367,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,368,7,0.1386069357395172,0.1538165807723999,-0.01520964503288269,-0.375,-0.5,-0.125
vsi_question_2957,78,369,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,370,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,371,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_2957,78,372,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_2957,78,373,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,374,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,375,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,376,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,377,7,0.1386069357395172,0.12328150868415833,0.015325427055358887,-0.375,-0.375,0.0
vsi_question_2957,78,378,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,379,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_2957,78,380,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,381,7,0.1386069357395172,0.1169460117816925,0.021660923957824707,-0.375,-0.25,0.125
vsi_question_2957,78,382,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,383,7,0.1386069357395172,0.1169460117816925,0.021660923957824707,-0.375,-0.25,0.125
vsi_question_2957,78,384,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,385,7,0.1386069357395172,0.1169460117816925,0.021660923957824707,-0.375,-0.25,0.125
vsi_question_2957,78,386,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,387,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,388,7,0.1386069357395172,0.12683239579200745,0.011774539947509766,-0.375,-0.25,0.125
vsi_question_2957,78,389,7,0.1386069357395172,0.1169460117816925,0.021660923957824707,-0.375,-0.25,0.125
vsi_question_2957,78,390,7,0.1386069357395172,0.1386069357395172,0.0,-0.375,-0.375,0.0
vsi_question_2957,78,391,7,0.1386069357395172,0.13094542920589447,0.007661506533622742,-0.375,-0.375,0.0
vsi_question_1880,79,0,0,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,1,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,2,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,3,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,4,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,5,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,6,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,7,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,8,0,0.018969766795635223,0.014929480850696564,0.00404028594493866,-0.125,0.0,0.125
vsi_question_1880,79,9,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,10,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,11,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,12,0,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,13,0,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,14,0,0.018969766795635223,0.015460588037967682,0.0035091787576675415,-0.125,-0.125,0.0
vsi_question_1880,79,15,0,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,16,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,17,0,0.018969766795635223,0.01111692190170288,0.007852844893932343,-0.125,0.0,0.125
vsi_question_1880,79,18,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,19,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,20,0,0.018969766795635223,0.026620909571647644,-0.007651142776012421,-0.125,-0.25,-0.125
vsi_question_1880,79,21,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,22,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,23,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,24,0,0.018969766795635223,0.026620909571647644,-0.007651142776012421,-0.125,-0.25,-0.125
vsi_question_1880,79,25,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,26,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,27,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,28,0,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,29,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,30,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,31,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,32,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,33,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,34,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,35,0,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,36,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,37,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,38,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,39,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,40,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,41,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,42,0,0.018969766795635223,0.009740177541971207,0.009229589253664017,-0.125,0.0,0.125
vsi_question_1880,79,43,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,44,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,45,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,46,0,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,47,0,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,48,0,0.018969766795635223,0.03169148415327072,-0.012721717357635498,-0.125,-0.25,-0.125
vsi_question_1880,79,49,1,0.018969766795635223,0.015460588037967682,0.0035091787576675415,-0.125,-0.125,0.0
vsi_question_1880,79,50,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,51,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,52,1,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,53,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,54,1,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,55,1,0.018969766795635223,0.023567982017993927,-0.004598215222358704,-0.125,0.0,0.125
vsi_question_1880,79,56,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,57,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,58,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,59,1,0.018969766795635223,0.03613697737455368,-0.017167210578918457,-0.125,-0.125,0.0
vsi_question_1880,79,60,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,61,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,62,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,63,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,64,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,65,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,66,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,67,1,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,68,1,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,69,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,70,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,71,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,72,1,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,73,1,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,74,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,75,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,76,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,77,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,78,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,79,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,80,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,81,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,82,1,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,83,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,84,1,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,85,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,86,1,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,87,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,88,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,89,1,0.018969766795635223,0.022089317440986633,-0.00311955064535141,-0.125,0.0,0.125
vsi_question_1880,79,90,1,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,91,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,92,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,93,1,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,94,1,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,95,1,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,96,1,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,97,1,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,98,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,99,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,100,2,0.018969766795635223,0.015460588037967682,0.0035091787576675415,-0.125,-0.125,0.0
vsi_question_1880,79,101,2,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,102,2,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,103,2,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,104,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,105,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,106,2,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,107,2,0.018969766795635223,0.015460588037967682,0.0035091787576675415,-0.125,-0.125,0.0
vsi_question_1880,79,108,2,0.018969766795635223,0.023567982017993927,-0.004598215222358704,-0.125,0.0,0.125
vsi_question_1880,79,109,2,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,110,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,111,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,112,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,113,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,114,2,0.018969766795635223,0.015460588037967682,0.0035091787576675415,-0.125,-0.125,0.0
vsi_question_1880,79,115,2,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,116,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,117,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,118,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,119,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,120,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,121,2,0.018969766795635223,0.014929480850696564,0.00404028594493866,-0.125,0.0,0.125
vsi_question_1880,79,122,2,0.018969766795635223,0.026620909571647644,-0.007651142776012421,-0.125,-0.25,-0.125
vsi_question_1880,79,123,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,124,2,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,125,2,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,126,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,127,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,128,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,129,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,130,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,131,2,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,132,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,133,2,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,134,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,135,2,0.018969766795635223,0.014929480850696564,0.00404028594493866,-0.125,0.0,0.125
vsi_question_1880,79,136,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,137,2,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,138,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,139,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,140,2,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,141,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,142,2,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,143,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,144,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,145,2,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,146,2,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,147,3,0.018969766795635223,0.023567982017993927,-0.004598215222358704,-0.125,0.0,0.125
vsi_question_1880,79,148,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,149,3,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,150,3,0.018969766795635223,0.03392970561981201,-0.014959938824176788,-0.125,-0.125,0.0
vsi_question_1880,79,151,3,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,152,3,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,153,3,0.018969766795635223,0.023567982017993927,-0.004598215222358704,-0.125,0.0,0.125
vsi_question_1880,79,154,3,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,155,3,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,156,3,0.018969766795635223,0.022089317440986633,-0.00311955064535141,-0.125,0.0,0.125
vsi_question_1880,79,157,3,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,158,3,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,159,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,160,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,161,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,162,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,163,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,164,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,165,3,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,166,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,167,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,168,3,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,169,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,170,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,171,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,172,3,0.018969766795635223,0.009740177541971207,0.009229589253664017,-0.125,0.0,0.125
vsi_question_1880,79,173,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,174,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,175,3,0.018969766795635223,0.014929480850696564,0.00404028594493866,-0.125,0.0,0.125
vsi_question_1880,79,176,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,177,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,178,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,179,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,180,3,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,181,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,182,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,183,3,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,184,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,185,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,186,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,187,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,188,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,189,3,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,190,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,191,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,192,3,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,193,3,0.018969766795635223,0.01967930793762207,-0.0007095411419868469,-0.125,-0.125,0.0
vsi_question_1880,79,194,3,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,195,3,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,196,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,197,4,0.018969766795635223,0.03162078559398651,-0.012651018798351288,-0.125,-0.25,-0.125
vsi_question_1880,79,198,4,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,199,4,0.018969766795635223,0.03613697737455368,-0.017167210578918457,-0.125,-0.125,0.0
vsi_question_1880,79,200,4,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,201,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,202,4,0.018969766795635223,0.040439605712890625,-0.0214698389172554,-0.125,-0.125,0.0
vsi_question_1880,79,203,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,204,4,0.018969766795635223,0.02509356290102005,-0.006123796105384827,-0.125,-0.125,0.0
vsi_question_1880,79,205,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,206,4,0.018969766795635223,0.04002396762371063,-0.02105420082807541,-0.125,-0.25,-0.125
vsi_question_1880,79,207,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,208,4,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,209,4,0.018969766795635223,0.014947719871997833,0.00402204692363739,-0.125,0.0,0.125
vsi_question_1880,79,210,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,211,4,0.018969766795635223,0.018969766795635223,0.0,-0.125,-0.125,0.0
vsi_question_1880,79,212,4,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,213,4,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
vsi_question_1880,79,214,4,0.018969766795635223,0.02581142634153366,-0.0068416595458984375,-0.125,-0.125,0.0
