answer_index,answer_logprob,answer_logprob_delta,beneficial_flip,candidate_correct,candidate_kl,candidate_prediction,candidate_top1_match,dense_native_feature_bytes,feature_relative_l2,harmful_flip,inference_seconds,injection_max_abs,native_feature_state_bytes,prediction_match,reference_candidate_correct,reference_candidate_prediction,sample_id,state_compression_ratio,task,vision_seconds,vocabulary_kl
2,-0.7917017340660095,0.019395768642425537,0,1,0.0010385704226791859,2,1,22478848,0.15887628495693207,0,0.021033596713095903,0.0,2860032,1,1,2,action_count_0032,7.859649122807017,action_count,0.01385099720209837,0.0010490770218893886
1,-1.0223228931427002,-0.13869869709014893,0,0,0.0068201944231987,2,1,22478848,0.16104719042778015,0,0.021792449988424778,0.0,2860032,1,0,2,action_count_0035,7.859649122807017,action_count,0.009182974696159363,0.006815304979681969
2,-1.3969707489013672,-0.02543163299560547,0,0,0.0042022522538900375,0,1,22478848,0.16143077611923218,0,0.020845435094088316,0.0,2860032,1,0,0,action_count_0037,7.859649122807017,action_count,0.010338127613067627,0.004202996846288443
2,-0.8390044569969177,-0.04034900665283203,0,1,0.0016946978867053986,2,1,22478848,0.16165855526924133,0,0.021078702993690968,0.0,2860032,1,1,2,action_count_0039,7.859649122807017,action_count,0.01127333426848054,0.0016893375432118773
0,-1.2398200035095215,0.0,0,0,0.0,1,1,22478848,0.1654735654592514,0,0.029958450235426426,0.0,2860032,1,0,1,action_count_0040,7.859649122807017,action_count,0.009237680118530989,-4.4932679799103425e-08
1,-1.1038137674331665,0.0,0,0,0.0,0,1,22478848,0.15592555701732635,0,0.021094731986522675,0.0,2860032,1,0,0,action_count_0041,7.859649122807017,action_count,0.010501776356250048,3.3185631309606833e-07
2,-0.7435803413391113,-0.10539877414703369,0,1,0.006380151957273483,2,1,22478848,0.1643877625465393,0,0.020687539130449295,0.0,2860032,1,1,2,action_count_0043,7.859649122807017,action_count,0.010098874103277922,0.006378666032105684
2,-0.4748057723045349,0.0611233115196228,0,1,0.003445969894528389,2,1,22478848,0.15600085258483887,0,0.023076806217432022,0.0,2860032,1,1,2,action_count_0045,7.859649122807017,action_count,0.010329593904316425,0.0034422760363668203
0,-1.2943768501281738,-0.054556846618652344,0,0,0.0019159242510795593,2,1,22478848,0.15680097043514252,0,0.028764110058546066,0.0,2860032,1,0,2,action_count_0047,7.859649122807017,action_count,0.009978332091122866,0.001916934852488339
0,-0.5547550916671753,0.0,0,1,0.0,0,1,22478848,0.16661766171455383,0,0.021874848753213882,0.0,2860032,1,1,0,action_count_0049,7.859649122807017,action_count,0.015278226230293512,4.242480645189062e-05
0,-1.7639226913452148,0.10465764999389648,0,0,0.0010494953021407127,1,1,22478848,0.16420933604240417,0,0.020200513303279877,0.0,2860032,1,0,1,action_count_0050,7.859649122807017,action_count,0.010526858270168304,0.0010380626190453768
1,-1.3715391159057617,0.0,0,0,0.0,2,1,22478848,0.16705505549907684,0,0.021025235764682293,0.0,2860032,1,0,2,action_count_0054,7.859649122807017,action_count,0.009602152742445469,6.474699330283329e-05
1,-0.5652488470077515,0.01153564453125,0,1,0.0006654933094978333,1,1,22478848,0.15367276966571808,0,0.020970331970602274,0.0,2860032,1,1,1,action_count_0055,7.859649122807017,action_count,0.011677423026412725,0.0007509248098358512
2,-0.3983074128627777,-0.01081743836402893,0,1,0.0012441910803318024,2,1,22478848,0.16597647964954376,0,0.0204545259475708,0.0,2860032,1,1,2,action_count_0058,7.859649122807017,action_count,0.010017445776611567,0.001241252408362925
2,-1.0614488124847412,0.05746340751647949,0,0,0.001943027600646019,1,1,22478848,0.16531531512737274,0,0.02110304217785597,0.0,2860032,1,0,1,action_count_0059,7.859649122807017,action_count,0.017323826905339956,0.0019436182919889688
0,-2.2446131706237793,0.0,0,0,0.0,2,1,22478848,0.15762685239315033,0,0.022666397970169783,0.0,2860032,1,0,2,action_count_0062,7.859649122807017,action_count,0.010310476645827293,4.932963975079474e-07
1,-2.7165141105651855,0.0,0,0,0.0,2,1,22478848,0.15560637414455414,0,0.021147748921066523,0.0,2860032,1,0,2,action_count_0064,7.859649122807017,action_count,0.010309065692126751,4.052179747304763e-08
1,-0.8326303362846375,-0.021532952785491943,0,1,0.0010986337438225746,1,1,22478848,0.151652529835701,0,0.028519706800580025,0.0,2860032,1,1,1,action_count_0065,7.859649122807017,action_count,0.012189880944788456,0.0010951671283692122
2,-0.7318375706672668,0.03811126947402954,0,1,0.001668720506131649,2,1,22478848,0.16501484811306,0,0.02125402120873332,0.0,2860032,1,1,2,action_count_0066,7.859649122807017,action_count,0.012687633279711008,0.0016669519245624542
2,-0.6799575686454773,0.0,0,1,0.0,2,1,22478848,0.16496166586875916,0,0.024150891229510307,0.0,2860032,1,1,2,action_count_0067,7.859649122807017,action_count,0.014694743789732456,1.0231976375507656e-05
0,-2.2141337394714355,-0.031278133392333984,0,0,0.0014500226825475693,2,1,22478848,0.16625596582889557,0,0.021001721266657114,0.0,2860032,1,0,2,action_count_0069,7.859649122807017,action_count,0.011316848918795586,0.0014628981007263064
2,-0.4643687903881073,0.0,0,1,0.0,2,1,22478848,0.1823277473449707,0,0.025940577033907175,0.0,2860032,1,1,2,action_count_0073,7.859649122807017,action_count,0.018076867796480656,3.197303885826841e-05
1,-1.6797550916671753,0.0,0,0,0.0,2,1,22478848,0.1545637547969818,0,0.031600921880453825,0.0,2860032,1,0,2,action_count_0079,7.859649122807017,action_count,0.015411827713251114,6.15579410805367e-05
0,-1.8498064279556274,-0.16953670978546143,0,0,0.004517130553722382,2,1,22478848,0.1599542647600174,0,0.02133223693817854,0.0,2860032,1,0,2,action_count_0080,7.859649122807017,action_count,0.015715494751930237,0.0045134034007787704
2,-1.2616429328918457,-0.029805421829223633,0,0,0.0014028921723365784,0,1,22478848,0.15475021302700043,0,0.021509130019694567,0.0,2860032,1,0,0,action_count_0081,7.859649122807017,action_count,0.018828758969902992,0.0013977038906887174
1,-0.9885329604148865,-0.030512869358062744,0,1,0.0014258138835430145,1,1,22478848,0.16444776952266693,0,0.02486920775845647,0.0,2860032,1,1,1,action_count_0084,7.859649122807017,action_count,0.016535931266844273,0.0014228705549612641
2,-1.411892056465149,-0.09306943416595459,0,0,0.0015006829053163528,1,1,22478848,0.15192870795726776,0,0.02118683699518442,0.0,2860032,1,0,1,action_count_0086,7.859649122807017,action_count,0.00974990101531148,0.0015066505875438452
1,-1.7534289360046387,-0.07367384433746338,0,0,0.0018972372636198997,0,1,22478848,0.16781973838806152,0,0.020761974155902863,0.0,2860032,1,0,0,action_count_0088,7.859649122807017,action_count,0.009781098924577236,0.0018960802117362618
0,-1.38764488697052,-0.09229838848114014,0,0,0.001523724291473627,2,1,22478848,0.17142604291439056,0,0.02270993823185563,0.0,2860032,1,0,2,action_count_0092,7.859649122807017,action_count,0.013761390000581741,0.0015244783135131001
0,-1.0986123085021973,-0.0815739631652832,0,1,0.001782023347914219,0,1,22478848,0.17447108030319214,0,0.021926849149167538,0.0,2860032,1,1,0,action_count_0093,7.859649122807017,action_count,0.016722113825380802,0.0017871265299618244
1,-0.8828408718109131,-0.02635812759399414,0,1,0.0012841392308473587,1,1,22478848,0.17094890773296356,0,0.020834407303482294,0.0,2860032,1,1,1,action_count_0094,7.859649122807017,action_count,0.010570720303803682,0.0012969743693247437
0,-1.606482744216919,-0.045033931732177734,0,0,0.0017896313220262527,1,1,22478848,0.1625037044286728,0,0.021371945273131132,0.0,2860032,1,0,1,action_count_0096,7.859649122807017,action_count,0.009995358996093273,0.001792230294086039
0,-1.680269718170166,0.0,0,0,0.0,1,1,22478848,0.16886329650878906,0,0.02145634312182665,0.0,2860032,1,0,1,action_count_0098,7.859649122807017,action_count,0.009789792820811272,9.917484078414418e-08
0,-0.6659942269325256,0.058616697788238525,0,1,0.001947434851899743,0,1,22478848,0.16488224267959595,0,0.020770187955349684,0.0,2860032,1,1,0,action_count_0100,7.859649122807017,action_count,0.0141750518232584,0.0019479166949167848
0,-1.3146722316741943,-0.10989665985107422,0,0,0.012094464153051376,2,1,22478848,0.16197772324085236,0,0.022483597975224257,0.0,2860032,1,0,2,action_count_0103,7.859649122807017,action_count,0.012848502025008202,0.012066688388586044
0,-1.3969707489013672,0.0,0,0,0.0,1,1,22478848,0.1601630449295044,0,0.024510669987648726,0.0,2860032,1,0,1,action_count_0112,7.859649122807017,action_count,0.011358018033206463,1.3223869110845499e-08
0,-1.369338035583496,0.0,0,0,0.0,2,1,22478848,0.17272408306598663,0,0.021066273096948862,0.0,2860032,1,0,2,action_count_0113,7.859649122807017,action_count,0.009782734792679548,1.8458538875165686e-07
2,-0.7742669582366943,0.017434775829315186,0,1,0.0009516268037259579,2,1,22478848,0.17360688745975494,0,0.02360098483040929,0.0,2860032,1,1,2,action_count_0114,7.859649122807017,action_count,0.01734340889379382,0.0009392821812070906
0,-1.036892056465149,0.03193056583404541,0,0,0.0015006829053163528,2,1,22478848,0.16764043271541595,0,0.0267616119235754,0.0,2860032,1,0,2,action_count_0116,7.859649122807017,action_count,0.009928210638463497,0.0014974590158089995
1,-0.8824700117111206,0.05362749099731445,1,1,0.0019187740981578827,1,0,22478848,0.1640847623348236,0,0.021557440049946308,0.0,2860032,0,0,2,action_count_0117,7.859649122807017,action_count,0.013415245804935694,0.0019204181153327227
2,-0.6205301284790039,0.05973958969116211,0,1,0.0019503645598888397,2,1,22478848,0.17344948649406433,0,0.022759120911359787,0.0,2860032,1,1,2,action_count_0118,7.859649122807017,action_count,0.011377191171050072,0.00199175626039505
0,-1.095357894897461,-0.15926051139831543,0,0,0.007299322634935379,1,1,22478848,0.14999298751354218,0,0.02140679396688938,0.0,2860032,1,0,1,action_count_0119,7.859649122807017,action_count,0.015042379032820463,0.007289511617273092
1,-0.8992669582366943,0.09431338310241699,0,0,0.003698360174894333,2,1,22478848,0.16825275123119354,0,0.020863419864326715,0.0,2860032,1,0,2,action_count_0120,7.859649122807017,action_count,0.011336533818393946,0.0037057397421449423
0,-0.9118920564651489,-0.14194321632385254,0,1,0.007702402770519257,0,1,22478848,0.1716284602880478,0,0.0205088397487998,0.0,2860032,1,1,0,action_count_0122,7.859649122807017,action_count,0.010788325686007738,0.007692461833357811
0,-1.3302185535430908,0.0,0,0,0.0,1,1,22478848,0.16199150681495667,0,0.020775241777300835,0.0,2860032,1,0,1,action_count_0123,7.859649122807017,action_count,0.013622767757624388,2.611655816053826e-07
1,-1.1038137674331665,-0.04515683650970459,0,0,0.001791657879948616,2,0,22478848,0.16942274570465088,1,0.020624235272407532,0.0,2860032,0,1,1,action_count_0124,7.859649122807017,action_count,0.009924148209393024,0.0017974525690078735
0,-0.708843469619751,0.06542348861694336,0,1,0.0019463123753666878,0,1,22478848,0.16505342721939087,0,0.0225899419747293,0.0,2860032,1,1,0,action_count_0126,7.859649122807017,action_count,0.012809909880161285,0.0019462850177660584
0,-1.7455302476882935,0.037076473236083984,0,0,0.005716569721698761,1,1,22478848,0.16679050028324127,0,0.021802411880344152,0.0,2860032,1,0,1,action_count_0127,7.859649122807017,action_count,0.0206470200791955,0.005714758764952421
1,-1.2943768501281738,-0.17546463012695312,0,0,0.01700121909379959,2,1,22478848,0.16875675320625305,0,0.02068712329491973,0.0,2860032,1,0,2,action_count_0128,7.859649122807017,action_count,0.009867245331406593,0.01696472428739071
0,-1.2939176559448242,-0.04838752746582031,0,0,0.00474945455789566,2,1,22478848,0.1651586890220642,0,0.021879389882087708,0.0,2860032,1,0,2,action_count_0129,7.859649122807017,action_count,0.012126837391406298,0.004715730436146259
1,-1.2148652076721191,-0.008855342864990234,0,0,0.0005049894098192453,2,1,22478848,0.15529952943325043,0,0.021099512930959463,0.0,2860032,1,0,2,action_count_0132,7.859649122807017,action_count,0.009884774684906006,0.0005862042307853699
1,-0.9118920564651489,0.0,0,1,0.0,1,1,22478848,0.15631085634231567,0,0.021925083827227354,0.0,2860032,1,1,1,action_count_0135,7.859649122807017,action_count,0.010307925753295422,2.3097363737178966e-05
2,-0.37139198184013367,0.0654313862323761,0,1,0.005027088336646557,2,1,22478848,0.17027820646762848,0,0.020262194331735373,0.0,2860032,1,1,2,action_count_0136,7.859649122807017,action_count,0.013491732999682426,0.005074913147836924
0,-1.7076303958892822,0.0,0,0,0.0,1,1,22478848,0.17004159092903137,0,0.02759383898228407,0.0,2860032,1,0,1,action_count_0141,7.859649122807017,action_count,0.009889472275972366,1.3297613804752473e-05
0,-1.4297550916671753,-0.06985580921173096,0,0,0.0019301064312458038,2,1,22478848,0.15808449685573578,0,0.02095296699553728,0.0,2860032,1,0,2,action_count_0142,7.859649122807017,action_count,0.011929250787943602,0.0019314269302412868
0,-1.5614488124847412,-0.053608059883117676,0,0,0.0019072964787483215,2,1,22478848,0.1616118848323822,0,0.020546295680105686,0.0,2860032,1,0,2,action_count_0143,7.859649122807017,action_count,0.01072196802124381,0.0019093764713034034
2,-0.5792735815048218,0.02707529067993164,0,1,0.0013410639949142933,2,1,22478848,0.1603909730911255,0,0.02281360002234578,0.0,2860032,1,1,2,action_count_0144,7.859649122807017,action_count,0.010731281246989965,0.001339315320365131
0,-0.996147871017456,-0.06521880626678467,0,0,0.0019504781812429428,2,1,22478848,0.15635496377944946,0,0.020997938234359026,0.0,2860032,1,0,2,action_count_0145,7.859649122807017,action_count,0.010528222192078829,0.0019502240465953946
1,-0.9456260204315186,0.0,0,0,0.0,2,1,22478848,0.15052776038646698,0,0.03071400709450245,0.0,2860032,1,0,2,action_count_0150,7.859649122807017,action_count,0.010730525013059378,2.586264417914208e-05
0,-0.794376790523529,0.0,0,1,0.0,0,1,22478848,0.153938889503479,0,0.02844554791226983,0.0,2860032,1,1,0,action_count_0151,7.859649122807017,action_count,0.009864017833024263,1.384420329486602e-07
2,-0.6381815671920776,-0.017943739891052246,0,1,0.0009460775181651115,2,1,22478848,0.15646915137767792,0,0.02796768071129918,0.0,2860032,1,1,2,action_count_0156,7.859649122807017,action_count,0.01434137811884284,0.000980102806352079
1,-1.339133858680725,0.014441490173339844,0,0,0.0008109335321933031,0,1,22478848,0.16604077816009521,0,0.02033299021422863,0.0,2860032,1,0,0,action_count_0157,7.859649122807017,action_count,0.010461579076945782,0.0008096444653347135
0,-1.5199488401412964,0.05982673168182373,0,0,0.0019506663084030151,2,1,22478848,0.16991351544857025,0,0.021094996947795153,0.0,2860032,1,0,2,action_count_0161,7.859649122807017,action_count,0.010464301332831383,0.0020765403751283884
1,-0.8619948029518127,0.11328333616256714,0,0,0.007764112204313278,0,1,22478848,0.17246156930923462,0,0.026503590401262045,0.0,2860032,1,0,0,action_count_0162,7.859649122807017,action_count,0.010636077262461185,0.007751821540296078
1,-0.8992669582366943,0.2389146089553833,0,0,0.015934981405735016,2,1,22478848,0.15409742295742035,0,0.020676431246101856,0.0,2860032,1,0,2,action_count_0163,7.859649122807017,action_count,0.010707611683756113,0.01592526212334633
2,-0.668917715549469,0.0358579158782959,0,1,0.0016119908541440964,2,1,22478848,0.1657475084066391,0,0.021977489348500967,0.0,2860032,1,1,2,action_count_0164,7.859649122807017,action_count,0.011053477879613638,0.0016102101653814316
1,-1.0377542972564697,0.05194294452667236,0,0,0.0037206504493951797,2,1,22478848,0.1704484224319458,0,0.032024535816162825,0.0,2860032,1,0,2,action_count_0165,7.859649122807017,action_count,0.010061412118375301,0.0037520071491599083
0,-0.9576303362846375,0.05629211664199829,0,0,0.0019373074173927307,2,1,22478848,0.16746938228607178,0,0.020185052882879972,0.0,2860032,1,0,2,action_count_0166,7.859649122807017,action_count,0.014487880747765303,0.0019400377059355378
2,-0.6041306257247925,0.05862373113632202,0,1,0.0019476041197776794,2,1,22478848,0.15484122931957245,0,0.020764347165822983,0.0,2860032,1,1,2,action_count_0167,7.859649122807017,action_count,0.012432573828846216,0.001948641729541123
0,-1.158132791519165,-0.08403241634368896,0,0,0.0017330367118120193,1,1,22478848,0.1613418310880661,0,0.02157668676227331,0.0,2860032,1,0,1,action_count_0169,7.859649122807017,action_count,0.010355398058891296,0.0017355125164613128
1,-0.9935803413391113,0.020342350006103516,0,0,0.00107909319922328,2,1,22478848,0.15722045302391052,0,0.021663568913936615,0.0,2860032,1,0,2,action_count_0171,7.859649122807017,action_count,0.009604180231690407,0.0010782137978821993
1,-0.8121914267539978,0.04489213228225708,1,1,0.003384118899703026,1,0,22478848,0.16011670231819153,0,0.020666321273893118,0.0,2860032,0,0,2,action_count_0172,7.859649122807017,action_count,0.011909452732652426,0.0034000384621322155
1,-0.4481292963027954,0.09765619039535522,0,1,0.007497210055589676,1,1,22478848,0.15807949006557465,0,0.02090294612571597,0.0,2860032,1,1,1,action_count_0175,7.859649122807017,action_count,0.0100686801597476,0.007590975612401962
2,-0.5792735815048218,-0.02782881259918213,0,1,0.0013361163437366486,2,1,22478848,0.16868434846401215,0,0.02040625922381878,0.0,2860032,1,1,2,action_count_0179,7.859649122807017,action_count,0.00923596415668726,0.0013352017849683762
0,-2.823129177093506,-0.11711931228637695,0,0,0.000469814520329237,1,1,22478848,0.1690751612186432,0,0.02646359195932746,0.0,2860032,1,0,1,action_count_0181,7.859649122807017,action_count,0.010632454883307219,0.0004691664653364569
0,-0.5262255668640137,-0.049272894859313965,0,1,0.0018568821251392365,0,1,22478848,0.16462790966033936,0,0.021059374790638685,0.0,2860032,1,1,0,action_count_0183,7.859649122807017,action_count,0.010977104306221008,0.0018592842388898134
2,-0.6361685991287231,0.0,0,1,0.0,2,1,22478848,0.15050633251667023,0,0.02272539073601365,0.0,2860032,1,1,2,action_count_0184,7.859649122807017,action_count,0.01224562805145979,-5.0442306331888176e-08
1,-0.9118920564651489,-0.04255402088165283,0,1,0.001742042601108551,1,1,22478848,0.17968271672725677,0,0.020972396712750196,0.0,2860032,1,1,1,action_count_0185,7.859649122807017,action_count,0.01086485618725419,0.0017439238727092743
0,-0.9752781391143799,-0.039180755615234375,0,0,0.004068819805979729,2,1,22478848,0.16961996257305145,0,0.02052697306498885,0.0,2860032,1,0,2,action_count_0187,7.859649122807017,action_count,0.009859422221779823,0.004064685665071011
2,-0.5326067209243774,-0.02917778491973877,0,1,0.0013819849118590355,2,1,22478848,0.16815508902072906,0,0.020324009004980326,0.0,2860032,1,1,2,action_count_0190,7.859649122807017,action_count,0.009536569938063622,0.0013781542656943202
1,-0.7639226317405701,-0.04356473684310913,0,1,0.0017622802406549454,1,1,22478848,0.16699837148189545,0,0.020426382776349783,0.0,2860032,1,1,1,action_count_0191,7.859649122807017,action_count,0.010027453768998384,0.001761126215569675
0,-1.6797550916671753,0.03137409687042236,0,0,0.0014835521578788757,2,1,22478848,0.1573539674282074,0,0.020794827956706285,0.0,2860032,1,0,2,action_count_0196,7.859649122807017,action_count,0.009644874837249517,0.0014781052013859153
0,-1.7076303958892822,-0.052454590797424316,0,0,0.0018956996500492096,2,0,22478848,0.16440913081169128,0,0.02046578610315919,0.0,2860032,0,0,1,action_count_0197,7.859649122807017,action_count,0.01032937690615654,0.0018942831084132195
1,-1.5439176559448242,0.0,0,0,0.0,2,1,22478848,0.1640099734067917,0,0.026655585039407015,0.0,2860032,1,0,2,action_count_0198,7.859649122807017,action_count,0.011832133401185274,1.5736764908069745e-05
3,-0.9972859025001526,-0.15450561046600342,0,0,0.008235292509198189,2,0,22478848,0.10297290980815887,1,0.021633137948811054,0.0,2860032,0,1,3,counterfactual_inference_0000,7.859649122807017,counterfactual_inference,0.010073693934828043,0.008234510198235512
3,-1.139336109161377,0.0,0,0,0.0,2,1,22478848,0.1069464236497879,0,0.02119481097906828,0.0,2860032,1,0,2,counterfactual_inference_0003,7.859649122807017,counterfactual_inference,0.009473515208810568,5.183488838156336e-07
3,-1.2543425559997559,0.08839058876037598,0,0,0.0016035716980695724,0,1,22478848,0.09934496134519577,0,0.021365088876336813,0.0,2860032,1,0,0,counterfactual_inference_0004,7.859649122807017,counterfactual_inference,0.009512278717011213,0.0016039869515225291
1,-0.12692804634571075,0.0,0,1,0.0,1,1,22478848,0.1133652925491333,0,0.021781234070658684,0.0,2860032,1,1,1,counterfactual_inference_0007,7.859649122807017,counterfactual_inference,0.01021002372726798,6.337048574778237e-08
0,-0.46486514806747437,-0.03549152612686157,0,1,0.0015737325884401798,0,1,22478848,0.1147361546754837,0,0.02139856619760394,0.0,2860032,1,1,0,counterfactual_inference_0010,7.859649122807017,counterfactual_inference,0.011072216089814901,0.0015754716005176306
1,-3.6802263259887695,-0.015030145645141602,0,0,0.007477922365069389,2,1,22478848,0.107082299888134,0,0.02131856605410576,0.0,2860032,1,0,2,counterfactual_inference_0011,7.859649122807017,counterfactual_inference,0.009407269302755594,0.007477758917957544
0,-0.03804141283035278,0.004957698285579681,0,1,0.0003032693639397621,0,1,22478848,0.10569515824317932,0,0.021787581965327263,0.0,2860032,1,1,0,counterfactual_inference_0012,7.859649122807017,counterfactual_inference,0.010225096717476845,0.00030602398328483105
2,-1.9469727277755737,0.10808956623077393,0,0,0.0008999062702059746,1,1,22478848,0.1048608124256134,0,0.02105267671868205,0.0,2860032,1,0,1,counterfactual_inference_0013,7.859649122807017,counterfactual_inference,0.009301523212343454,0.000903652748093009
1,-2.4741625785827637,-0.07730388641357422,0,0,0.005058467388153076,2,1,22478848,0.10579150915145874,0,0.023265051655471325,0.0,2860032,1,0,2,counterfactual_inference_0014,7.859649122807017,counterfactual_inference,0.00964315701276064,0.005058296024799347
3,-3.9797873497009277,-0.00872349739074707,0,0,0.0004980182275176048,1,1,22478848,0.10433880984783173,0,0.022008326835930347,0.0,2860032,1,0,1,counterfactual_inference_0015,7.859649122807017,counterfactual_inference,0.011517544277012348,0.0004980742232874036
0,-0.1602240949869156,-0.01754900813102722,0,1,0.0009284662082791328,0,1,22478848,0.10231499373912811,0,0.0232342891395092,0.0,2860032,1,1,0,counterfactual_inference_0016,7.859649122807017,counterfactual_inference,0.011246348731219769,0.0009282709215767682
0,-0.011047743260860443,-0.0034416266717016697,0,1,0.0006001624278724194,0,1,22478848,0.1280571073293686,0,0.0205889530479908,0.0,2860032,1,1,0,counterfactual_inference_0018,7.859649122807017,counterfactual_inference,0.015570009127259254,0.0006020032451488078
2,-4.973158836364746,-0.12407875061035156,0,0,5.83200016990304e-05,1,1,22478848,0.1067824512720108,0,0.021798628382384777,0.0,2860032,1,0,1,counterfactual_inference_0022,7.859649122807017,counterfactual_inference,0.011625171173363924,5.880538810743019e-05
1,-0.0028048718813806772,0.00037284265272319317,0,1,2.3742613848298788e-05,1,1,22478848,0.11086313426494598,0,0.020657286047935486,0.0,2860032,1,1,1,counterfactual_inference_0023,7.859649122807017,counterfactual_inference,0.010607793927192688,2.4818458769004792e-05
0,-0.2014133334159851,-0.0216686874628067,0,1,0.0011041462421417236,0,1,22478848,0.10361704975366592,0,0.023377435747534037,0.0,2860032,1,1,0,counterfactual_inference_0025,7.859649122807017,counterfactual_inference,0.011064846999943256,0.0011107076425105333
0,-2.735088348388672,-0.012383699417114258,0,0,0.0021137231960892677,2,1,22478848,0.10631179809570312,0,0.02191693428903818,0.0,2860032,1,0,2,counterfactual_inference_0027,7.859649122807017,counterfactual_inference,0.011706375982612371,0.002112332731485367
2,-0.7115556001663208,0.023759961128234863,0,1,0.0012180954217910767,2,1,22478848,0.10382788628339767,0,0.02091931877657771,0.0,2860032,1,1,2,counterfactual_inference_0029,7.859649122807017,counterfactual_inference,0.009524038061499596,0.0012178820325061679
3,-0.055302444845438004,-0.012540996074676514,0,1,0.0016980916261672974,3,1,22478848,0.09868060797452927,0,0.020637518260627985,0.0,2860032,1,1,3,counterfactual_inference_0030,7.859649122807017,counterfactual_inference,0.00998899806290865,0.0016983374953269958
2,-1.4180212020874023,0.16403770446777344,0,0,0.00511164590716362,1,1,22478848,0.10472741723060608,0,0.02170802280306816,0.0,2860032,1,0,1,counterfactual_inference_0034,7.859649122807017,counterfactual_inference,0.010104984976351261,0.0051113311201334
1,-1.2234445810317993,-0.08657360076904297,0,0,0.0016762465238571167,0,1,22478848,0.10911872982978821,0,0.021422239020466805,0.0,2860032,1,0,0,counterfactual_inference_0035,7.859649122807017,counterfactual_inference,0.010420260019600391,0.0016764849424362183
3,-0.0013999671209603548,0.00022901163902133703,0,1,2.1765779820270836e-05,3,1,22478848,0.10242421180009842,0,0.021623417735099792,0.0,2860032,1,1,3,counterfactual_inference_0036,7.859649122807017,counterfactual_inference,0.0110047641210258,2.169895378756337e-05
0,-0.8325015306472778,-0.08663326501846313,0,1,0.003936629742383957,0,1,22478848,0.10232117027044296,0,0.021789385937154293,0.0,2860032,1,1,0,counterfactual_inference_0038,7.859649122807017,counterfactual_inference,0.01015959307551384,0.003936495631933212
2,-1.1533938646316528,0.0011191368103027344,0,0,7.068173727020621e-05,0,1,22478848,0.09941118955612183,0,0.02073373692110181,0.0,2860032,1,0,0,counterfactual_inference_0041,7.859649122807017,counterfactual_inference,0.01020269701257348,7.136388012440875e-05
0,-4.843011856079102,0.12407302856445312,0,0,5.632248939946294e-05,3,1,22478848,0.10345213860273361,0,0.02135170577093959,0.0,2860032,1,0,3,counterfactual_inference_0044,7.859649122807017,counterfactual_inference,0.009618278127163649,5.645000783260912e-05
1,-1.0537006855010986,0.08317029476165771,0,0,0.0017269998788833618,0,1,22478848,0.1089431419968605,0,0.021551961079239845,0.0,2860032,1,0,0,counterfactual_inference_0045,7.859649122807017,counterfactual_inference,0.010159529279917479,0.0017532444326207042
2,-0.8323014378547668,0.0,0,0,0.0,3,1,22478848,0.09940046072006226,0,0.020793491043150425,0.0,2860032,1,0,3,counterfactual_inference_0046,7.859649122807017,counterfactual_inference,0.00970203522592783,-8.417647912040138e-09
3,-1.0514259338378906,0.0,0,0,0.0,0,1,22478848,0.1087568998336792,0,0.023009521886706352,0.0,2860032,1,0,0,counterfactual_inference_0047,7.859649122807017,counterfactual_inference,0.009589032270014286,1.8416507430174534e-07
1,-0.11551772058010101,-0.0011636093258857727,0,1,7.055932655930519e-05,1,1,22478848,0.11203177273273468,0,0.021861267276108265,0.0,2860032,1,1,1,counterfactual_inference_0050,7.859649122807017,counterfactual_inference,0.010797341354191303,7.058137998683378e-05
0,-1.2496051788330078,0.07783699035644531,0,0,0.0018255636096000671,2,1,22478848,0.09951875358819962,0,0.021010233089327812,0.0,2860032,1,0,2,counterfactual_inference_0052,7.859649122807017,counterfactual_inference,0.009376716800034046,0.0018258701311424375
0,-0.41864892840385437,0.0,0,1,0.0,0,1,22478848,0.1019829586148262,0,0.021142109762877226,0.0,2860032,1,1,0,counterfactual_inference_0055,7.859649122807017,counterfactual_inference,0.010879342444241047,6.992387824311663e-08
1,-1.5439176559448242,0.06598162651062012,0,0,0.0019441060721874237,2,1,22478848,0.1120571568608284,0,0.020882498007267714,0.0,2860032,1,0,2,counterfactual_inference_0058,7.859649122807017,counterfactual_inference,0.009594148024916649,0.001943877199664712
2,-0.7672814130783081,-0.12499994039535522,0,0,0.0077271051704883575,1,0,22478848,0.10687422007322311,1,0.022099024150520563,0.0,2860032,0,1,2,counterfactual_inference_0059,7.859649122807017,counterfactual_inference,0.009482989087700844,0.007724462542682886
1,-0.28115010261535645,-0.029221057891845703,0,1,0.0013835392892360687,1,1,22478848,0.1058649942278862,0,0.020990596152842045,0.0,2860032,1,1,1,counterfactual_inference_0060,7.859649122807017,counterfactual_inference,0.010773232206702232,0.0013849076349288225
2,-0.8175991177558899,0.16470277309417725,0,1,0.013437704183161259,2,1,22478848,0.10369551181793213,0,0.020555738825351,0.0,2860032,1,1,2,counterfactual_inference_0061,7.859649122807017,counterfactual_inference,0.010786531027406454,0.013436561450362206
1,-0.7575989961624146,-0.06445181369781494,0,0,0.0019518136978149414,0,1,22478848,0.10350828617811203,0,0.021165277808904648,0.0,2860032,1,0,0,counterfactual_inference_0062,7.859649122807017,counterfactual_inference,0.00955350324511528,0.0019520221976563334
